File Name,Sort Key,Language,Age,Overall Score,Question Number,Exam Score,Answer Text,Idea Density
doc1155.xml,TR470*0102*2000*01,Turkish,16-20,25.0,1,3.1,"Dear managerManager of the Circle Theatre
          Last SandaySunday my friends and I saw that advertisement about the theatreplay you were supposed to presentput on. We thought that it was a good chance for us to watch it.
          ""Over the rainbowRainbow"" was supposed to start at seven thirty. We went there on time. We waited therthere for forty fiveforty-five minutes for it to start! We couldn't believe it. We really got bored, aslike all the other peaplepeople there.
          We were very disappointed because before this happened we pouded the tickets but there were no discounts available. And then delate forty fiveforty-five minuitesminutes to present the show.
          Then we expected to, see Danny Brook and Tina Truelove. We did see Tina Truelove but we did not see Danny Brook. That was very disapponteddisappointeddisappointing.
          Fortunately the show finished. We decided to visit the theatre restaurant. But it was closed!! That was a badbadly organized evening, we thought. When we asked why was itit was closed, the people there told us that they did not organizedorganise it before.
          I must admit that, that evening wasn't the perfect one out for me but I and for my friends either. It was the worst evening that we all ever hadhad ever had. My friends and I demand our money bacckback realvery soon. And please do not be very suprisedsurprised Ifif you recievereceive more letters about this.",9.83
doc1155.xml,TR470*0102*2000*01,Turkish,16-20,25.0,2,3.3,"Unfortunately;, Pat wasn't very good at keeping secrets. I didmade a big mistake by trusting him. What a fool was II was.
          Last Wednesday my sister told me that our grandmother had a serious illness and she was going to die. She told me to tell noneno one. We didn't want outour grand-mothergrandmother to find it out at that moment so we waswere trying to keep it secret.
          I knew Pat, my cousin, loved our grandmother very much. She and Pat had a special relationship. Despite the fact that I had to tellsay nothing, I thought it was right to tell Pat the truth. After a lot of thought I told it to him.
          Pat started screaming and shouting. I knew he couldn't stand it. But I was sure he would tellsay nothing. I was wrong. He told me that he had to tell it to my grandmother. I couldn't do anything.
          Just asWhen Pat left my house he went right away to the hospital. He found her there. And the worst happened.
          My grandmother was very sensitive and bored with life and when she heartheard it, her condition became more serious.
          After two days she died. Pat, my sister and I felt very rensposibleresponsible. But there was nothing we could do. We knew we had lost her for ever.",12.77
doc1156.xml,TR471*0101*2000*01,Greek,<16,27.0,1,3.3,"Dear Mrs Brown,
          I am one of your husband's students. My fellow students and I know that your husband has his birthday on Tuesday the 16th of June and we would like to organise a party for him.
          First of all I would like to suggestedsuggest that you to comecome to our party and we would like you not to tell anything to your husbandtell your husband anything because the party is a surprise.
          The party will be organised on Tuesday the 16th of June at three to six pm atin the college Canteencanteen. We will have food and drink and we will have music because we know that Mr Brown loves music. AtTo the party will come his students, the teachers and the principalHis students, the teachers and the principal will come to the party. My last question is about a present. My fellow students have suggested to buybuying a CD or a Bookbook. We would like you to tell us which is the best present for him.
          I am looking forward to hearing from you as soon as possible.
          Yours sincerely,",5.03
doc1156.xml,TR471*0101*2000*01,Greek,<16,27.0,3,3.2,"John said he had some good news to tell me. I didn't beleivebelieve him at the first timeat first. But I could sesee that his face was happy and he didn't tellwasn't telling lies. I stopped talking to my friends and I followed him. We started walking and walking. When we arrived at the bus-stationbus station I couldn't understand why he wanted to comego there. But I didn't ask him. We waitwaited there for an hour, and I was really angry. I wanted tto know why we were there.
          At that moment we saw the bus to comecome, it stopped and one man comecame and sitsat near of us. I could recogniserecognised him. He was my father. I couldn't beleivebelieve it. I havehad not to seeseen him for five years. I thoughthought that I was dreaming but I wasn't. It was true; my father hashad come atto his country after five years.
          Now all the problems will finish and we will start a new life.",17.64
doc1157.xml,TR472*0100*2000*01,Korean,N/A,32.0,1,4.2,"Dear Sir/Madam,
          I am writing in order to give you some further information that you enquiredrequired for the Camp California.
          First of all, I would like to travel only in July due to my work commitment. I am allowed to take holiday onlyonly allowed to take holiday in July.
          Concerning accommodation, I would prefer to stay in log cabins. Log cabins are bigger, more stable and usually more comfortable than tents.
          As requested, I have choosedchosen two activities - sailing and surfing. I am quite experienced inat surfing - I have participated in some competitions - whereas I am not at all experienced inat sailing.
          I would like know if I need any particular clothes or if there could be any extra expenses for the camp. Also, I would like to know if there is going to be a qualified instructor for activities since I am a beginningbeginner inat sailing as mentioned before.
          I look forward to hearing from you.
          Yours faithfully,
          Kan Seo",4.94
doc1157.xml,TR472*0100*2000*01,Korean,N/A,32.0,4,4.1,"Dear Kim,
          How are you? Thanks for your last letter. It was great to hear from you.
          I'm sorry I haven't written before, but as you know, I've been very busy because I was helping at a pop concert last month.
          I have thoroughly enjoyed the experience. I helped people setting up and decorating the concert hall which was great help for my major subject - You know that my subject is design. I also had to distribute the flyers.
          What I particularly enjoyed was meeting the famous musicians I have been dreaming of to seeseeing. The day I shakedshook their hands, I thoughthought I was over the moon! I will never forget that day.
          Write sonsoon and let me know what you have been doing.
          Lots and lots of kisses,",4.89
doc1159.xml,TR473*0102*2000*01,Greek,<16,22.0,1,3.1,"Dear Mr. Jones,
          How are you? I'm not so well, and that's the reason why I'm writtingwriting this letter to you.
          Because you are the manager atof the theatre, you have to know, about the problems which it has.
          First of all, and the most important for me, is that you lie to your audience. I didn't see anywhere Danny BrookDanny Brook anywhere, but another actor. That it was a big mistake. UnfortunatlyUnfortunately your advertismentadvertisement  said that the show starts at 19:30 but it started 45 minutes later. Also there weren't any discounts.
          Oh! I as almost forgetforgot. YouYour restaurant was closed because your cookerchef was ill. What can you say about that?
          So, that's why I'm asking you to give me, some of my money back. The perfect evening out I was waiting forexpectingI was expecting the perfect evening out, it was finallyin the end one of the most disappointeddisappointing, of mineof my life.
          Yours faithfullysincerely",9.62
doc1159.xml,TR473*0102*2000*01,Greek,<16,22.0,4,3.1,"How has modern technology changed your daily life?
          That's a good question! I know that, each student gavewill give its a different answersanswer, but some of us will have some opinions.
          I think that, the big 'improveimprovementdevelopment' of technology in the last 30 years helpedhas helped and is still helping us a lot in our daily life. With T.VTV we can learn, what is going on all over the world. With the telephones, the aeroplanes, and even the fast ships, there are no big distances any more.
          EveEvery summer I'm goingI go with my family abroadabroad with my family. We can see new countries, learn about their history etc. With my computer (and the internetInternet) I can speak withto my friends, as farwherever they are.
          All thesethis may be soundssound great, but theyit aren'tisn't all . With a lot of usingUsing of the T.VTV and computer, makemakes people more closeclosed. You might not know your neighbour because all the time youryou are in the houseyou are in the house all the time. Children are not studying as much as they haveought to, because they are watching T.VTV, speacingspeakingtalking on the phone or even playing computer games.
          That's why my marks this year were a bit low. And ofcourseof course my parents were very angry with me. This is also another reasoncause of heardheart attactsattacks.",9.15
doc1160.xml,TR81*0100*2000*01,Spanish,21-25,32.0,1,4.1,"Dear Ms Ryan
          I'm very much surprised to receive your letter announcing the winner of the first prize in your competition and I'm looking forward to spendspending the two weeks at Camp California.
          Just becauseBecause I'm studying at the moment and I won't have my holidays till July. This, this, that is the month that best suits me. The second week of July would be perfect to start my trip.
          I would rather sleep in a log cabin. I findthink it will be much more comfortable than a tent.
          The leisure activities sound fantastic, especially climbing and photography. I'm very keen on climbing. I've joinedI joined a climbing groupclub in my town for 2 years ago and have reached the top of several middle-high mountains. The other activity I would like to try is photography. I have no previous experience onof it but I wishwant I'd learnto learn a lot.
          However, there are some questions that I want to ask you about. Do I need a passport to travel? What kind of clothes would be appropriate, winter or summer? Are there any food service at the camp?
          I hope to hear from you soon.
          Yours sincerely",8.21
doc1160.xml,TR81*0100*2000*01,Spanish,21-25,32.0,2,4.3,"This is a report to plan and suggest ideas for the daily lifedaily-life video at school. The activities suggested are writewritten below.
          The opening timeof the school, recording the students while they meet outside the school and come in, could be a good beginingbeginning. It would reflect the atmosphere when they meet early in the morning.
          Filming lessons such as grammar lessons and speaking either theory lessons or practice would give a general idea about a day at school and how students work on their lessons.
          Why don't we include some sports, for example, voleyballvolleyball? The team has been training very hard during the last weeks. And they'll certainly feel very proud of being atin the video.
          The musicalmusic lessons and the singing club in the afternoon are very popular among the students offrom all courses. Practically the whole school would appear on the video.
          I think that if we mix lessons with sportsports activities the combination will give us complete success.",7.1
doc1161.xml,TR474*0102*2000*01,Spanish,<16,32.0,1,5.1,"Dear Sir, or Madam,
          Your advertisement for the musical show, Over the rainbow, said it was London's newest and best musical show,. I agree with that because it is a wonderfullwonderful show but, it said that Danny Brook would be starring in it. I was really excited, but it turned out to be a different actor and I thought that was quite disappointing.
          The show started at 20:15 when it actually should have started at 19:30. While I was waiting I thought I should inform myself about the discounts available, the. The shocking thing was there weren't any!
          OnIn the advertismentadvertisement it also said, you could visit ouryour restaurant after the show, and that is what I did, but when I got there it was shut for no reason.
          What I'm trying to say is that this wasn't my perfect evening out and that I should get at least some money back!
          Yours Faithfully,",4.94
doc1161.xml,TR474*0102*2000*01,Spanish,<16,32.0,2,3.1,"Unfortunately, Pat wasn't very good at keeping secrets. As we know, Carla and Pat were good friends so Carlotta would tell Pat anything. This time she told Pat that she thought her dog, Churls, was going to die.
          Pat couldn't resist herself and told her brother Jacob, he. He was quite shocked about the news because, he missunderstoodmisunderstood. He understood that 'Carlotta wants to kill Charles but she is still thinking about it.' Jacob runs as fast as sound to get to Charles's house. There, Jacob aproachesapproaches to him slowly and tells him.
          ""Charles, you can't be with Carlotta anymore, she's evil.,"" Jacob whispers
          ""What, you're crazy.!"" Charles responds.
          ""She said she was going to kill you!"" Jacob shouts.
          ""I'll talk to her.,"" Charles exclaims.
          When Charles told Carlotta what he knew, Carlotta started crying.
          It was all a missunderstandingmisunderstanding. They managed to sort everything out and Carlotta never had anymore secrets.",10.59
doc1162.xml,TR475*0100*2000*01,German,16-20,31.0,1,4.3,"Hello!Dear Madam
          My name is Alois Blau and I'm very happy that I've won this competition. Unfortunately I can only travel in July, because I have to attend school until June the 30th and in August I have to work in an office forto get some work experience. I hope, that's possible.
          I would prefer livingstaying in a tent during the two weeks because I think a tent is more natural. A log cabin doesn't sound like a campcamping holiday. It sounds like a summer-holidaysummer holiday aton the beachcoast of Italy.
          From the activities you've offered I want to taketo do Golf and Surfinggolf and surfing. Both activities I've never done in my lifeI've never done either in my life, so I am a complete beginner inat playing Golf and inat Surfinggolf and at surfing. But the reason I want to try these two activities areis their image. Golf play theis played by wealthy people, the upper class of a towna town's upper class, and surfing sounds like freedom.
          There is only one more question I want to ask: Cancan I take my girl-friendgirlfriend with me, of course, with payingpaying, of course?
          I hope all my wishes are realizeablerealisable.
          Yours",5.65
doc1162.xml,TR475*0100*2000*01,German,16-20,31.0,3,4.3,"In my opinion shopping is not always enjoyable. Very often, for example on Friday afternoon or Saturday, there are so many people in athe shopping centre, that you can't move yourself forwards or backwards. Many people say that this is real shopping, when you queue for hours to pay onlyonly to pay for a pair of socks or a bottle of mineral water at the supermarket. I think, you can't really enjoy shopping when there are hundreds of people and everyone wants to buy something.
          I like going shopping during the week, when I can look at each gooditem a store sells. But for me it is better, when I go at the weekend because then I don't spend so much money because I think, before I have to queue for half an hour I buyto buy nothingsomething!",5.22
doc1163.xml,TR476*0102*2000*01,Korean,<16,33.0,1,4.1,"Dear Sir: I am writing to you this letterthis letter to you because I would like you to know about a musical show which I went to see toat the Circle Theatre. First of all, I wanted to see this musical 'Over the Rainbow' because the actor Danny Brook was acting in it. But when the musical started I gotbecame very disappointed because Harry Smythe, a not very famous actor, was acting instead of Danny Brook. Then, the musical didn't start on time. It supposedwas supposed to start at 19.30 pm in the evening but we had to wait for more than half an hour. All the people got very angry. Also I bought a £20 ticket because in the advertisement for the show was putsaid that discounts were available for £10 £15, £20 tickets. I couldn't have my ticket discounted because when I went to buy it they told me that was untrue. Furthermore, in the advertisement was putsaid that the theatre restaurant was openedopen but when we went there after the show, it was closed because the chiefchef of the restaurantthe restaurant chef was ill. It was ridiculous! In conclusion, I didn't have my perfect evening out, in other words, I had a very disappointing evening so I am asking you for my money back. I would like to have my money back in ten days, in the other caseotherwise, I wouldwill have to sue you. I am looking forward to hearing from you. Yours sincerely,",8.63
doc1163.xml,TR476*0102*2000*01,Korean,<16,33.0,2,4.3,"Unfortunately, Pat wasn't very good at keeping secrets. I'm telling you this because I had a big troubleproblem a few days ago because of her.
          Pat used to be my best friend but a few days ago I knewfound out all the truth.
          I used to tell Pat everything about myself - my problems with my parents, my problems with the school, friends and more. I was always talking to her and she was always listening to me but she didn't talk to me very much about herself. At first, I thought it was a bit strange but I didn't care too much about that and I easily forgot it. In other words, Pat knew all my secrets.
          I started to get along with other people and had new friends but I continued telling Pat my secrets. My new friends sometimes talked to me about Pat and they asked me once if we were close friends. I asked them why they had asked me that. Their answer surprised me tooso much. They told me Pat used to be a close friend of themtheirs and she used to talk about me and my problems. So, they had already knewknown all my secrets for a long time!
           I got very angry and immediately I went to talk to Pat. At first, Pat denied all the things my friends told me about herselfher but she finally agreed with that. I asked her why she couldn't keep my secrets and she told me that it was impossible for her keepingto keep secrets. She was very sorry about that and a few days after she moved in to another city and actuallynow I don't know anything about her. I thanked my new friends for not to telltelling anybody my secrets even though before the trouble they and mewe weren't very close friends. Now I'm very happy with my new friends and I have learnt that I can't trust anybody too much because you don't really know howwhat the person is like.",6.64
doc1164.xml,TR477*0102*2000*01,Spanish,16-20,23.0,1,2.3T,"Mr. Circle Theatre's Manager
          I am writing to you complainingto complain forabout the Play you are advertising as the ""London's Newest and Best Musical Show"" in newspapers and leaflets. To tell you the truth, it has been the most disappointing experience inof my whole life. I cannot bear it when somebody says something and then does just the oppositopposite way.
          To begin with, I would like to inform you, in case you do not know, that the play does not start at 19.30 as it says in the advertisements. What is more itthere lastedwere 45 minutes of waiting before it to startstarted and it did not supplysatisfy all the expectations people had.
          On the other hand, despite the fact that you said that it was starring by Danny Brook and Tina Truelove, I must tell you that Danny Brook did not appear at all. Instead of him there was another actor who could neither act nor sing, and, even though, it was a Musical Show.
          The last thing I would like to complain forabout is that the Theatre Restaurant was closed, because, as it saidwe were told, of ""VACATIONS"". If in the advertisements and leaflets sayssay ""VISIT OUR THEATRE RESTAURANT AFTER THE SHOW"" there areis notno reasonsreason for it being closed. It should be openedopen at least until all peopleeveryone gets out of the place. It must be our decissiondecision whether to stay and eat there, or not.
          To make it shorterTo cut a long story short, because of everything I have said beforeabove, the correct thing to do for mefor me to do is to ask for my money back, and for you it is just givingto give it back to me because of all the troublestrouble and disappointingsdisappointingdisappointment feeling you madehave made me suffer. I am looking forward to hearhearing from you as soon as possible.",5.68
doc1164.xml,TR477*0102*2000*01,Spanish,16-20,23.0,4,2.3T,"HOW HAS TECHNOLOGY CHANGED OUR DAYLYDAILY LIFESLIVES?
          In times of our grandparentsIn our grandparents' time life was so different, that we cannot beleivebelieve that this huge change to our daydaily life happened in only one hundred years or less.
          First, we have to admit that technology has really increased theour access toability communicationto communicate, travelingtravellingto travel and getinggettingto get information. You can now know what happensis happening on the other side of the world, at the same time as it is happening. What is more, you can get the information you need in just one second by pressing the ""enter"" key inon a computer.
          Furthermore, as we all know, daydaily life now a daysnowadays is quite simpliersimple and an example of this is that instead of buying a peicepiece of ice to cool drinks (as our grandparents used to do) we not only have a refrigerator but also a freezer in case you want it faster and coolercolder. Strange as it seems, we now can have everyall types of machine or especializedspecialised technology to make our daylydaily life more confortablecomfortable and less workablestressful. Things that human beings used to do, now areare now being done by computers and machines more efficiently and rapidly.
          One the other handOn the other hand, despite the fact that technology makemakes things easier in our daydaily life, the same happens in industries and companies where they use computers and machines instead of people. As people do not get a jobjobs because they isare not needed they getfall into poornesspoverty, criminal activities, beingbecomingbecome isolated and without thehave no possibilitychance of getting a good education. This is the most terriblyterrible disadvantage technology has.
          With advantages and disadvantages, technology is in our lifea fact of life and may represent an advance for some and a bad thing for others. Things and technology changeschange every dayEvery day things and technology change our life, our jobs, our way of facefacing the world, this is what differences both centuries, our grandparents' changes lasted to long to change human life.",4.44
doc1167.xml,TR478*0100*2000*01,Spanish,21-25,26.0,1,3.3,"Dear Helen Ryan,
          I am writing to thank you for noticingnotifying me about the competition and I would be very grateful in givingto give to you the information that was requieredrequiredrequested in your letter.
          I regret to inform you that I have had some problems in my full-time sales assistant job so, I would rather travel only in July than other months.
          About the Accommodation, I would like you to take careful consideration of the fact that I am ashmaticasthmatic so,,so I would appreciatteappreciate it if you could reserve a bed in a log cabinslog cabin.
          Your letter also mentioned some kind of activities in which we can involveget involved throughduring the campingcamp. I would like to choose painting and photography which are my favouritesfavourite ones. I have recently finished a three yearthree-year course ofin painting and I always behave always been fascinated by the photography.
          On the other hand, I would also like to know some aboutabout some further details like wetherwhether we need to bring wewith us some clothessome clothes with us or whether itthey will be provided tofor us and if we need some money in case we have to affordbuy something.
          I hope to see you soon.
          Yours sincerely,",2.32
doc1167.xml,TR478*0100*2000*01,Spanish,21-25,26.0,4,3.1,"Dear Kim,
          Hi. How do you doHow are you? You may be asking why I haven't written to you before. Well, I've been very busy, you know. Two weeks ago I enrolled in a group to help on building a stage for a concert ofto be given by a famous singer star.
          ActivitiesThe activities lastinglasted almost 2 days and a halfand a half days.
          The first day we havehad to movego to the airport to bring all the equipment by lorrieslorry to the camp. It was really awful and hard. I finished the day tooextremely tired. However, the second day was less heavierheavy than the first one. We just worked inon building the stage and all thosethat sort of thing. Putting the instrumentinstruments in the right place, testing all the microphonemicrophones as well as the sound was the rest of the job.
          At the end I must confess that it was really amazing hang up and down all the equipment, which varied from small microphonemicrophones to a marvellous huge large black screen of TVTV screen.
          If you hadhave this oportunittyopportunity one day, you had better buy the ticket to the concert or just watch it on TV but never do something like this just to get a free pass.
          My regards to your family. Write to me soon.",6.1
doc1172.xml,TR479*0102*2000*01,Catalan,16-20,30.0,1,4.1,"Dear Sir, I would like to showtell you how disappointed I am about the musical show you manage. As I had a whole weekweek's holiday I decided to spend it in London. At first I thoughthought I would just makedo a bit of sight-seekingsightseeing all around the city. But when one night I saw your advertisement I decided to spend my last night in the city watching a musical show. No sooner had I seen who the starring actor was than I couldn't believe it. Danny Brook was one of my best friends while I was at University. But as the show began, I realised that the actor was someone different, his name was Tim Paradise. If this had been my only disappointment nothing would have happened, but I had to wait stiltill quarter past eight in order to watch the show, instead of it begginingbeginning at half past seven as you had written in your advertisement.
          Although I found the tickets'sticket's prizeprice too muchmuch too expensive I thoughthought that there would be some discounts available, but there were not. As a conclutionconclusion ofto that horrible evening I decided to visit your theatre restaurant once the show had finished, but what a surprise when I found it closed.
          For all of these reasons I have to ask you for havinggivingto give me my money back.
          Sincerely:
          a disappointed usercustomer!",5.41
doc1172.xml,TR479*0102*2000*01,Catalan,16-20,30.0,2,4.2,"Unfortunately, Pat wasn't very good at keeping secrets.
          AllIt all began when I decided to take part in that school project. It consisted in having to memorisizememorise a whole book of 250 pages in order to pass a final exam. Although this project could seem alike very thoughtough work, I had to try it in order to riseraise my low globaloverall mark.
          One day as I was talking with my teacher about the project I saw what it could be the final answer sheet to the exam on the top of his desk. Suddenly, when the teacher went out of his office, I quickly copied the answers oninto my notebook,. I couldn't believe it, that. That. This would be the easiest exam I would had ever donedo. As I went out of the office I found walking down the corridor Pat, my best friendPat, my best friend, walking down the corridor. As she was also makingdoing the project I decided to let her copy the answers. I told her she hadn'tmustn't to talktalk about thatit to anybody. She agreed and went home very happy. When night came I couldn't believe what was happening. Almost all my class matesclassmates were inat the front door of my house asking me if I had the solutionsanswers ofto the exam. I couldn't believe that my best friend had told everybody about my secret.
          InOn the exam day everybody anweredanswered correctly to eachevery questionevery question correctly. And after having corrected all of them, our teacher told us we had to repeat the exam because he realised we knew what the answers were.
          It was the last time I trusted in Pat.",8.12
doc1175.xml,TR480*0100*2000*01,Spanish,16-20,24.0,1,3.3,"Dear Helen Ryan
          Thank you for your letter informing me that I have won the competition. Below are the answers to the questionquestions that you have asked me.
          Firstly I will be able to travel justonlyonly be able to travel in julyJuly because my class starts the month after this.
          Secondly, although the longlog cabins appeal to me, I would prefer thea tentstent because I think it is more comfortable and atractiveattractive.
          Finally I would like to practisedo basketball and swimming, because in my school I used to traindo those sports a lot. EvenI still do so even now inat a sportsports center, but not much.
          Let me know whichwhat kind of clothclothing I have to carrytake with me as well as thehow much money that we will need.
          I look forward to hearing from you.
          Yours sincerely",2.61
doc1175.xml,TR480*0100*2000*01,Spanish,16-20,24.0,3,3.1,"Shopping is not always enjoyable
          Nowadays most of the people are atracttedattracted byto shopping centers, which isare not always enjoyable. So, I have some opinions toabout this, which I would like to tell.
          First of all, I think people have to be careful inabout the things that they buy because probably  are not a good quality, thiswhich is very annoyedannoying.
          Secondly, people have to look after their money in the shops, and don'tnot spend it inon the thingthings that they don't need, because by the end of the month they won't have any money.
          Finally I think the productproducts of the shopsshops' products are in a good quality and reasonablereasonably pricepriced, but sometimes the staff of the shopshop's staff is not very friendly withto you,. I think is notdon't think it's very nice to buy the thingthings there, with these people.",4.26
doc1176.xml,TR481*0102*2000*01,French,31-40,28.0,1,3.2,"Dear Sir,
          I am writing to complain about the musical show I have seensaw last Friday in your theatre.
          Unfortunately your advertisement aboutfor it wasn't true!
          Firstly, it'sit was written that in it willwould be playedbe playingbe performing by Danny BrookDanny Brook would be performing in it, but in fact ithe wasn't. I was very disappointed when I saw someone I've never heard aboutof it. In addition to this, the timetabletime, 19.30, wasn't correct. We've lostWe lostWe wasted our time waiting outside in the cold until that the doors would get opened 45 minutes laterlate.
          Secondly as a student I was hoping to get a reducereductiondiscount. Again, it wasn't true. When I enquired about the discounts, atwith the cashier, they told me that they didn't have any information about itthem.
          At leastLastly, after all my disappointments when I wanted to visit your restaurant, it was closed because it was too late. I think that you are not a good manager.
          Therefore, I should be grateful if you would send me back some money for all the disagreements I've had in your theatre.
          I'm looking forward to hearing from you soon.
          Yours faithfully",6.15
doc1176.xml,TR481*0102*2000*01,French,31-40,28.0,2,3.2,"Unfortunately, Pat wasn't very good at keeping secrets. Pat is my best friend. We spent all our childhood together, usually driving our parents mad. As we growngrew up, we were getting closer and closer, sharing all our love stories and even more. I'm certain, that our friendship is stronger than other peoplepeople's. But I do have a problem with her. Pat isn't good at keeping secrets. Even worthworse, she is not able to keep anything to herself. For instance, I was organizing a party for my sister's birthday, asking all her. friends to keep to closeclosed their mouthstheir mouths closed. AllThey all did except one: Pat. Last year, Pat and I were driving back home and unfortunately, driving too fast, I drove through the front gate. I was wondering how to tell my parents and I asked Pat if she could keep it secret till I found the way to tell them. Of course, the following day all my family had heard about my odd story. In conclusion to this, why do I still goget on with her, it's. It's the fact I love her as wellmuch as my sister and I know that she can change it if she wouldmust because, last week, she organized a huge party for me, without telling me.",10.79
doc1182.xml,TR482*0100*2000*01,Thai,16-20,23.0,1,2.3,"Dear Helen Ryan
          I am very impressed that I have won your competition. As the letter said that all questions you would like to know, I'm going to give you in the following:
          Firstly, I would like to travel in July only because I have two monthsmonths' holiday which are July and August,. I choose July because it is the only one month that I think I'm free. In August I have to work so.
          Secondly, I prefer the tents because I've never been in thata tent so I would like to try.
          Thirdly, for the activities I would like to chosechoose climbing and photography,. I have never done them before. The only reason is I would like to try and I think they are matching activities, when. When you climb up the mountain then you can take the photographphotographs of the views.
          EventuallyFinally, I would like to ask you, are about money and clothes. How much do I have to bring the moneyHow much money do I have to bring? And what is the weather like? whichWhichWhat clothes I could bring them to be matchsuit the weather.
          Yours sincerely
          Sintawichai Chaow",8.18
doc1182.xml,TR482*0100*2000*01,Thai,16-20,23.0,3,3.2,"Shopping is not always enjoyable
          Shopping is when humanhumanspeople goesgo to the shopshops and buy what they wentwant, however. However, I think this word is for women because they like beautiful clothes and all sortsorts of things.
          Anyway, shopping is not always enjoyable as the title states because firstly you will get tiedtired because you have to walk out and inin and out the shops. Secondly you will get angry onat the bad treatmentmanners of the sellersassistants in the shop. Thirdly, if you're fat you won't find youyour size. ForthlyFourthly, that product is too expensive for you and the last problem is you buy totoo muchmany things but you have not got your own car so you have to carry big boxes by your selfyourself.
          I think if you have lots of money and don't know what to do with it, do not go shopping give the money to charity, that. That is better than shopping. For me my opinions on this oneIn my opinion it is true it is boring, it. It might be because I am a boy.",8.44
doc1188.xml,TR483*0102*2000*01,Korean,21-25,25.0,1,3.1,"Dear Sir/MadameMadam,
          I am writing to complain about your musical show which was performed last Friday.
          I was interested in your advertisement and I booked the fridayFriday show while I had beenwas on holiday.
          However, this theatre made me disappointingdisappointed from startingthe start of the show until its finishing.
          First of all, I saw that the discounts were available, but there were not any discounts and advantages for the audience. Also the show started at 20:15 delaying for more 45 minutes than the advertise mentioned.
          I could bare it by the time. Moreover, the show was awful. I like Danny Brook and Tina Truelove's acting but hethe actors were changed without mentioning, also the restaurant was closed bywith the excuse that it was to bebeing repaired. In fact, the notice had been showeddisplayed since last winter. It means that the theatre have not made any efforts for the people.
          In conclusion, I was very disappointed in athe whole of the show, furthermore. Furthermore,, I could not enjoy my holiday after the show. Therefore, I would like you to refund some money. I look forward to recieving your prompt reply.
          Yours faithfully,
          Sun-Young Lee.",8.03
doc1188.xml,TR483*0102*2000*01,Korean,21-25,25.0,3,3.2,"Fashion of the Future. Return to the Nature.
          The World is being Changed rapidly by developing technology and industrialindustry. It affectaffects us in lots of ways. One of them is in the fashion areaarea of fashion.
          peoplePeople think that we will wear a simple, practical, light clothes. For instance, we can see that kind of clothes in sci-fi films like Starwars.
          howeverHowever, in the other handon the other hand, there is a different idea. People like designer's clothes like Armani, Chanel.. and so on. They prefer new original style in order to show themmake them look more attractive. Moreover, most designers prefer to use natural material. They have used animal and fish skins, some plants and herbal things rather than chemical one.
          In my opinion, people want to wear special and original clothes to show their own characters. Also countless fashionfashions will be shownseen. People will prefer to use more natural than chemical things and wear more beautiful and attractive clothes.
          I think that showing their beauty is one of animal'sanimals' basic instincts. I can'tcouldn't stand wearing a suit or kit like that which has been showedshown in Starwars!",13.33
doc1189.xml,TR484*0102*2000*01,Swedish,21-25,37.0,1,5.1,"Dear Sir,
          I am writing to complain about a number of pointsthings.
          I went to London on holiday and to The Circle Theatre to see Over The Rainbow. AlthoughHowever, this musical show was not as good as I expected.
          First of all, was the showthe show was suppossedsupposed to start at 19.30, but it started first at 20.15. To make matters worse, instead of Danny Brook performing you had another actor, which was very disappointing. Secondly, it says in your advertisement that discounts would be available, despite the fact they were not.
          On top of everything, you recommended to visitvisiting the theatre restaurant after the show. howeverHowever, this was closed due to lack of personallpersonnelstaff. According to your brochure it says this would be the perfect evening out.
          According toConsidering my experience, it was not. I am expecting a full refund and compensation for the discomfort I have suffered. I am looking fowardforward to hearing from you.
          Yours faithfully
          Carley Agda Nilsen",9.14
doc1189.xml,TR484*0102*2000*01,Swedish,21-25,37.0,3,5.3,"Fashion of the future.
          Designers are improving their skills all the time.
          Nowadays, there are more and more people who wantswant to become designers and the competioncompetition is increasing. Everybody wants to be the best. Due to this the quality of clothes is getting better and in 100 years we will be asking for a biggergreater variety of clothes. Although, the price of clothes is increasing, people still buy them. We give other things priority so we are able to afford our clothes.
          On the whole, people nowadays, do care more about their appearance and will be continuingcontinue to do so.
          It appears that people are more aware about clothes and also work.
          I think people in the future will begin to only wearwear only fashionable clothes. If you feel nice, in an outfit your confidentconfidence will be likely to increase and this might also help you to get a better career in your workadvance your career, something which is very important today.",6.69
doc119.xml,TR485*0100*2000*01,Thai,21-25,26.0,1,3.2,"Dear Helen Ryan
          Thank you very much for the prize of two weeks at Camp California in the USA. OnIn the following there is some further information from me.
          I would like to travel only in July, because I have so many assignments to finish before the end of June. I do not think I have enough time to prepare somethingssome things to travel before of July. In fact, I really do not mind to staystaying in log cabins, but I have never stayed in a tent before. I think itsit might be fun to try to stay in thea tent this time. I would prefer to choose tennis and swimming. I used to be a tennis player when I was fifteen. I won first prize two years ago. The other activity is swimming. I started to learntlearn when I was five years old. I was a swimming teacher for a year in a sports club. Now I own a swimming school and have trainedtrain the staffsstaff every week. I think both activities I have chosen are suitable for me and I am sure I can do well.
          What type of clothes I shouldshould I bring with me? andAnd is there any equipment I need to bring with me.? I would like to know how much money I need to spend duringwhile a camping.
          I am looking forward to hearing from you.
          Yours sincerely
          (Mali Ratana)",10.55
